Date,GoogleIndex,MovieTitle,Studio
2018-11-16,44,Bad Times At The El Royale,Fox
2018-11-17,38,Bad Times At The El Royale,Fox
2018-11-18,15,Bad Times At The El Royale,Fox
2018-11-19,19,Bad Times At The El Royale,Fox
2018-11-20,21,Bad Times At The El Royale,Fox
2018-11-21,20,Bad Times At The El Royale,Fox
2018-11-22,28,Bad Times At The El Royale,Fox
2018-11-23,29,Bad Times At The El Royale,Fox
2018-11-24,35,Bad Times At The El Royale,Fox
2018-11-25,14,Bad Times At The El Royale,Fox
2018-11-26,16,Bad Times At The El Royale,Fox
2018-11-27,14,Bad Times At The El Royale,Fox
2018-10-31,52,Colette,BST
2018-11-01,53,Colette,BST
2018-11-02,70,Colette,BST
2018-11-03,64,Colette,BST
2018-11-04,50,Colette,BST
2018-11-05,43,Colette,BST
2018-11-06,42,Colette,BST
2018-11-07,50,Colette,BST
2018-11-08,58,Colette,BST
2018-11-09,67,Colette,BST
2018-11-10,60,Colette,BST
2018-11-11,62,Colette,BST
2018-11-12,47,Colette,BST
2018-11-13,49,Colette,BST
2018-11-14,47,Colette,BST
2018-11-15,49,Colette,BST
2018-11-16,81,Colette,BST
2018-11-17,74,Colette,BST
2018-11-18,45,Colette,BST
2018-11-19,45,Colette,BST
2018-11-20,55,Colette,BST
2018-11-21,53,Colette,BST
2018-11-22,49,Colette,BST
2018-11-23,100,Colette,BST
2018-11-24,75,Colette,BST
2018-11-25,58,Colette,BST
2018-11-26,48,Colette,BST
2018-11-27,45,Colette,BST
2018-10-31,95,Disneys Christopher Robin,BV
2018-11-01,0,Disneys Christopher Robin,BV
2018-11-02,0,Disneys Christopher Robin,BV
2018-11-03,100,Disneys Christopher Robin,BV
2018-11-04,0,Disneys Christopher Robin,BV
2018-11-05,0,Disneys Christopher Robin,BV
2018-11-06,0,Disneys Christopher Robin,BV
2018-11-07,0,Disneys Christopher Robin,BV
2018-11-08,94,Disneys Christopher Robin,BV
2018-11-09,0,Disneys Christopher Robin,BV
2018-11-10,0,Disneys Christopher Robin,BV
2018-11-11,0,Disneys Christopher Robin,BV
2018-11-12,0,Disneys Christopher Robin,BV
2018-11-13,0,Disneys Christopher Robin,BV
2018-11-14,0,Disneys Christopher Robin,BV
2018-11-15,0,Disneys Christopher Robin,BV
2018-11-16,0,Disneys Christopher Robin,BV
2018-11-17,0,Disneys Christopher Robin,BV
2018-11-18,0,Disneys Christopher Robin,BV
2018-11-19,0,Disneys Christopher Robin,BV
2018-11-20,0,Disneys Christopher Robin,BV
2018-11-21,0,Disneys Christopher Robin,BV
2018-11-22,93,Disneys Christopher Robin,BV
2018-11-23,0,Disneys Christopher Robin,BV
2018-11-24,0,Disneys Christopher Robin,BV
2018-11-25,0,Disneys Christopher Robin,BV
2018-11-26,0,Disneys Christopher Robin,BV
2018-11-27,0,Disneys Christopher Robin,BV
2018-10-31,51,Tea with the Dames,IFC
2018-11-01,63,Tea with the Dames,IFC
2018-11-02,56,Tea with the Dames,IFC
2018-11-03,100,Tea with the Dames,IFC
2018-11-04,27,Tea with the Dames,IFC
2018-11-05,31,Tea with the Dames,IFC
2018-11-06,27,Tea with the Dames,IFC
2018-11-07,41,Tea with the Dames,IFC
2018-11-08,65,Tea with the Dames,IFC
2018-11-09,72,Tea with the Dames,IFC
2018-11-10,54,Tea with the Dames,IFC
2018-11-11,24,Tea with the Dames,IFC
2018-11-12,31,Tea with the Dames,IFC
2018-11-13,35,Tea with the Dames,IFC
2018-11-14,35,Tea with the Dames,IFC
2018-11-15,32,Tea with the Dames,IFC
2018-11-16,16,Tea with the Dames,IFC
2018-11-17,20,Tea with the Dames,IFC
2018-11-18,18,Tea with the Dames,IFC
2018-11-19,7,Tea with the Dames,IFC
2018-11-20,39,Tea with the Dames,IFC
2018-11-21,32,Tea with the Dames,IFC
2018-11-22,47,Tea with the Dames,IFC
2018-11-23,27,Tea with the Dames,IFC
2018-11-24,31,Tea with the Dames,IFC
2018-11-25,17,Tea with the Dames,IFC
2018-11-26,14,Tea with the Dames,IFC
2018-11-27,21,Tea with the Dames,IFC
2018-10-31,80,Hotel Transylvania 3 Summer Vacation,Sony
2018-11-01,81,Hotel Transylvania 3 Summer Vacation,Sony
2018-11-02,88,Hotel Transylvania 3 Summer Vacation,Sony
2018-11-03,96,Hotel Transylvania 3 Summer Vacation,Sony
2018-11-04,94,Hotel Transylvania 3 Summer Vacation,Sony
2018-11-05,75,Hotel Transylvania 3 Summer Vacation,Sony
2018-11-06,63,Hotel Transylvania 3 Summer Vacation,Sony
2018-11-07,65,Hotel Transylvania 3 Summer Vacation,Sony
2018-11-08,45,Hotel Transylvania 3 Summer Vacation,Sony
2018-11-09,38,Hotel Transylvania 3 Summer Vacation,Sony
2018-11-10,61,Hotel Transylvania 3 Summer Vacation,Sony
2018-11-11,43,Hotel Transylvania 3 Summer Vacation,Sony
2018-11-12,32,Hotel Transylvania 3 Summer Vacation,Sony
2018-11-13,33,Hotel Transylvania 3 Summer Vacation,Sony
2018-11-14,22,Hotel Transylvania 3 Summer Vacation,Sony
2018-11-15,68,Hotel Transylvania 3 Summer Vacation,Sony
2018-11-16,100,Hotel Transylvania 3 Summer Vacation,Sony
2018-11-17,25,Hotel Transylvania 3 Summer Vacation,Sony
2018-11-18,44,Hotel Transylvania 3 Summer Vacation,Sony
2018-11-19,54,Hotel Transylvania 3 Summer Vacation,Sony
2018-11-20,33,Hotel Transylvania 3 Summer Vacation,Sony
2018-11-21,45,Hotel Transylvania 3 Summer Vacation,Sony
2018-11-22,56,Hotel Transylvania 3 Summer Vacation,Sony
2018-11-23,36,Hotel Transylvania 3 Summer Vacation,Sony
2018-11-24,61,Hotel Transylvania 3 Summer Vacation,Sony
2018-11-25,42,Hotel Transylvania 3 Summer Vacation,Sony
2018-11-26,85,Hotel Transylvania 3 Summer Vacation,Sony
2018-11-27,32,Hotel Transylvania 3 Summer Vacation,Sony
2018-10-31,47,Indivisible,PFR
2018-11-01,78,Indivisible,PFR
2018-11-02,100,Indivisible,PFR
2018-11-03,83,Indivisible,PFR
2018-11-04,46,Indivisible,PFR
2018-11-05,62,Indivisible,PFR
2018-11-06,31,Indivisible,PFR
2018-11-07,37,Indivisible,PFR
2018-11-08,32,Indivisible,PFR
2018-11-09,35,Indivisible,PFR
2018-11-10,28,Indivisible,PFR
2018-11-11,19,Indivisible,PFR
2018-11-12,16,Indivisible,PFR
2018-11-13,36,Indivisible,PFR
2018-11-14,13,Indivisible,PFR
2018-11-15,9,Indivisible,PFR
2018-11-16,11,Indivisible,PFR
2018-11-17,9,Indivisible,PFR
2018-11-18,7,Indivisible,PFR
2018-11-19,9,Indivisible,PFR
2018-11-20,7,Indivisible,PFR
2018-11-21,6,Indivisible,PFR
2018-11-22,6,Indivisible,PFR
2018-11-23,7,Indivisible,PFR
2018-11-24,8,Indivisible,PFR
2018-11-25,7,Indivisible,PFR
2018-11-26,6,Indivisible,PFR
2018-11-27,6,Indivisible,PFR
2018-10-31,67,El Angel,Orch.
2018-11-01,67,El Angel,Orch.
2018-11-02,69,El Angel,Orch.
2018-11-03,100,El Angel,Orch.
2018-11-04,78,El Angel,Orch.
2018-11-05,66,El Angel,Orch.
2018-11-06,69,El Angel,Orch.
2018-11-07,73,El Angel,Orch.
2018-11-08,77,El Angel,Orch.
2018-11-09,82,El Angel,Orch.
2018-11-10,69,El Angel,Orch.
2018-11-11,71,El Angel,Orch.
2018-11-12,62,El Angel,Orch.
2018-11-13,67,El Angel,Orch.
2018-11-14,74,El Angel,Orch.
2018-11-15,71,El Angel,Orch.
2018-11-16,89,El Angel,Orch.
2018-11-17,97,El Angel,Orch.
2018-11-18,84,El Angel,Orch.
2018-11-19,84,El Angel,Orch.
2018-11-20,78,El Angel,Orch.
2018-11-21,80,El Angel,Orch.
2018-11-22,69,El Angel,Orch.
2018-11-23,74,El Angel,Orch.
2018-11-24,76,El Angel,Orch.
2018-11-25,73,El Angel,Orch.
2018-11-26,74,El Angel,Orch.
2018-11-27,78,El Angel,Orch.
2018-10-31,0,A tous ceux qui ne me lisent pas,EOne
2018-11-01,0,A tous ceux qui ne me lisent pas,EOne
2018-11-02,0,A tous ceux qui ne me lisent pas,EOne
2018-11-03,0,A tous ceux qui ne me lisent pas,EOne
2018-11-04,0,A tous ceux qui ne me lisent pas,EOne
2018-11-05,0,A tous ceux qui ne me lisent pas,EOne
2018-11-06,0,A tous ceux qui ne me lisent pas,EOne
2018-11-07,0,A tous ceux qui ne me lisent pas,EOne
2018-11-08,0,A tous ceux qui ne me lisent pas,EOne
2018-11-09,0,A tous ceux qui ne me lisent pas,EOne
2018-11-10,0,A tous ceux qui ne me lisent pas,EOne
2018-11-11,0,A tous ceux qui ne me lisent pas,EOne
2018-11-12,0,A tous ceux qui ne me lisent pas,EOne
2018-11-13,0,A tous ceux qui ne me lisent pas,EOne
2018-11-14,0,A tous ceux qui ne me lisent pas,EOne
2018-11-15,0,A tous ceux qui ne me lisent pas,EOne
2018-11-16,0,A tous ceux qui ne me lisent pas,EOne
2018-11-17,0,A tous ceux qui ne me lisent pas,EOne
2018-11-18,0,A tous ceux qui ne me lisent pas,EOne
2018-11-19,0,A tous ceux qui ne me lisent pas,EOne
2018-11-20,0,A tous ceux qui ne me lisent pas,EOne
2018-11-21,0,A tous ceux qui ne me lisent pas,EOne
2018-11-22,0,A tous ceux qui ne me lisent pas,EOne
2018-11-23,100,A tous ceux qui ne me lisent pas,EOne
2018-11-24,51,A tous ceux qui ne me lisent pas,EOne
2018-11-25,0,A tous ceux qui ne me lisent pas,EOne
2018-11-26,0,A tous ceux qui ne me lisent pas,EOne
2018-11-27,0,A tous ceux qui ne me lisent pas,EOne
2018-10-31,86,The Wife,SPC
2018-11-01,88,The Wife,SPC
2018-11-02,89,The Wife,SPC
2018-11-03,94,The Wife,SPC
2018-11-04,88,The Wife,SPC
2018-11-05,86,The Wife,SPC
2018-11-06,79,The Wife,SPC
2018-11-07,81,The Wife,SPC
2018-11-08,82,The Wife,SPC
2018-11-09,92,The Wife,SPC
2018-11-10,99,The Wife,SPC
2018-11-11,83,The Wife,SPC
2018-11-12,87,The Wife,SPC
2018-11-13,83,The Wife,SPC
2018-11-14,84,The Wife,SPC
2018-11-15,82,The Wife,SPC
2018-11-16,85,The Wife,SPC
2018-11-17,98,The Wife,SPC
2018-11-18,89,The Wife,SPC
2018-11-19,87,The Wife,SPC
2018-11-20,80,The Wife,SPC
2018-11-21,74,The Wife,SPC
2018-11-22,80,The Wife,SPC
2018-11-23,88,The Wife,SPC
2018-11-24,100,The Wife,SPC
2018-11-25,91,The Wife,SPC
2018-11-26,89,The Wife,SPC
2018-11-27,84,The Wife,SPC
2018-10-31,0,Chef Flynn,KL
2018-11-01,16,Chef Flynn,KL
2018-11-02,26,Chef Flynn,KL
2018-11-03,8,Chef Flynn,KL
2018-11-04,7,Chef Flynn,KL
2018-11-05,18,Chef Flynn,KL
2018-11-06,7,Chef Flynn,KL
2018-11-07,44,Chef Flynn,KL
2018-11-08,30,Chef Flynn,KL
2018-11-09,25,Chef Flynn,KL
2018-11-10,33,Chef Flynn,KL
2018-11-11,11,Chef Flynn,KL
2018-11-12,11,Chef Flynn,KL
2018-11-13,18,Chef Flynn,KL
2018-11-14,100,Chef Flynn,KL
2018-11-15,49,Chef Flynn,KL
2018-11-16,34,Chef Flynn,KL
2018-11-17,17,Chef Flynn,KL
2018-11-18,33,Chef Flynn,KL
2018-11-19,15,Chef Flynn,KL
2018-11-20,15,Chef Flynn,KL
2018-11-21,23,Chef Flynn,KL
2018-11-22,57,Chef Flynn,KL
2018-11-23,45,Chef Flynn,KL
2018-11-24,41,Chef Flynn,KL
2018-11-25,28,Chef Flynn,KL
2018-11-26,25,Chef Flynn,KL
2018-11-27,22,Chef Flynn,KL
2018-10-31,50,Monrovia Indiana,Zipp.
2018-11-01,84,Monrovia Indiana,Zipp.
2018-11-02,92,Monrovia Indiana,Zipp.
2018-11-03,79,Monrovia Indiana,Zipp.
2018-11-04,46,Monrovia Indiana,Zipp.
2018-11-05,55,Monrovia Indiana,Zipp.
2018-11-06,46,Monrovia Indiana,Zipp.
2018-11-07,47,Monrovia Indiana,Zipp.
2018-11-08,74,Monrovia Indiana,Zipp.
2018-11-09,64,Monrovia Indiana,Zipp.
2018-11-10,62,Monrovia Indiana,Zipp.
2018-11-11,63,Monrovia Indiana,Zipp.
2018-11-12,63,Monrovia Indiana,Zipp.
2018-11-13,39,Monrovia Indiana,Zipp.
2018-11-14,32,Monrovia Indiana,Zipp.
2018-11-15,74,Monrovia Indiana,Zipp.
2018-11-16,100,Monrovia Indiana,Zipp.
2018-11-17,54,Monrovia Indiana,Zipp.
2018-11-18,63,Monrovia Indiana,Zipp.
2018-11-19,24,Monrovia Indiana,Zipp.
2018-11-20,16,Monrovia Indiana,Zipp.
2018-11-21,33,Monrovia Indiana,Zipp.
2018-11-22,16,Monrovia Indiana,Zipp.
2018-11-23,53,Monrovia Indiana,Zipp.
2018-11-24,18,Monrovia Indiana,Zipp.
2018-11-25,31,Monrovia Indiana,Zipp.
2018-11-26,15,Monrovia Indiana,Zipp.
2018-11-27,79,Monrovia Indiana,Zipp.
2018-10-31,63,A Beautiful Planet,Imax
2018-11-01,63,A Beautiful Planet,Imax
2018-11-02,0,A Beautiful Planet,Imax
2018-11-03,66,A Beautiful Planet,Imax
2018-11-04,0,A Beautiful Planet,Imax
2018-11-05,59,A Beautiful Planet,Imax
2018-11-06,29,A Beautiful Planet,Imax
2018-11-07,30,A Beautiful Planet,Imax
2018-11-08,31,A Beautiful Planet,Imax
2018-11-09,68,A Beautiful Planet,Imax
2018-11-10,100,A Beautiful Planet,Imax
2018-11-11,59,A Beautiful Planet,Imax
2018-11-12,30,A Beautiful Planet,Imax
2018-11-13,60,A Beautiful Planet,Imax
2018-11-14,30,A Beautiful Planet,Imax
2018-11-15,0,A Beautiful Planet,Imax
2018-11-16,68,A Beautiful Planet,Imax
2018-11-17,68,A Beautiful Planet,Imax
2018-11-18,0,A Beautiful Planet,Imax
2018-11-19,30,A Beautiful Planet,Imax
2018-11-20,61,A Beautiful Planet,Imax
2018-11-21,0,A Beautiful Planet,Imax
2018-11-22,31,A Beautiful Planet,Imax
2018-11-23,50,A Beautiful Planet,Imax
2018-11-24,50,A Beautiful Planet,Imax
2018-11-25,29,A Beautiful Planet,Imax
2018-11-26,29,A Beautiful Planet,Imax
2018-11-27,59,A Beautiful Planet,Imax
2018-10-31,100,The Sisters Brothers,Annapurna
2018-11-01,93,The Sisters Brothers,Annapurna
2018-11-02,97,The Sisters Brothers,Annapurna
2018-11-03,70,The Sisters Brothers,Annapurna
2018-11-04,62,The Sisters Brothers,Annapurna
2018-11-05,52,The Sisters Brothers,Annapurna
2018-11-06,41,The Sisters Brothers,Annapurna
2018-11-07,38,The Sisters Brothers,Annapurna
2018-11-08,62,The Sisters Brothers,Annapurna
2018-11-09,62,The Sisters Brothers,Annapurna
2018-11-10,54,The Sisters Brothers,Annapurna
2018-11-11,48,The Sisters Brothers,Annapurna
2018-11-12,49,The Sisters Brothers,Annapurna
2018-11-13,43,The Sisters Brothers,Annapurna
2018-11-14,36,The Sisters Brothers,Annapurna
2018-11-15,27,The Sisters Brothers,Annapurna
2018-11-16,45,The Sisters Brothers,Annapurna
2018-11-17,43,The Sisters Brothers,Annapurna
2018-11-18,30,The Sisters Brothers,Annapurna
2018-11-19,34,The Sisters Brothers,Annapurna
2018-11-20,37,The Sisters Brothers,Annapurna
2018-11-21,40,The Sisters Brothers,Annapurna
2018-11-22,39,The Sisters Brothers,Annapurna
2018-11-23,35,The Sisters Brothers,Annapurna
2018-11-24,38,The Sisters Brothers,Annapurna
2018-11-25,45,The Sisters Brothers,Annapurna
2018-11-26,41,The Sisters Brothers,Annapurna
2018-11-27,36,The Sisters Brothers,Annapurna
2018-10-31,10,The Last Race,Magn.
2018-11-01,7,The Last Race,Magn.
2018-11-02,15,The Last Race,Magn.
2018-11-03,17,The Last Race,Magn.
2018-11-04,17,The Last Race,Magn.
2018-11-05,19,The Last Race,Magn.
2018-11-06,100,The Last Race,Magn.
2018-11-07,18,The Last Race,Magn.
2018-11-08,14,The Last Race,Magn.
2018-11-09,19,The Last Race,Magn.
2018-11-10,27,The Last Race,Magn.
2018-11-11,22,The Last Race,Magn.
2018-11-12,18,The Last Race,Magn.
2018-11-13,21,The Last Race,Magn.
2018-11-14,24,The Last Race,Magn.
2018-11-15,20,The Last Race,Magn.
2018-11-16,26,The Last Race,Magn.
2018-11-17,35,The Last Race,Magn.
2018-11-18,18,The Last Race,Magn.
2018-11-19,13,The Last Race,Magn.
2018-11-20,16,The Last Race,Magn.
2018-11-21,3,The Last Race,Magn.
2018-11-22,6,The Last Race,Magn.
2018-11-23,10,The Last Race,Magn.
2018-11-24,14,The Last Race,Magn.
2018-11-25,15,The Last Race,Magn.
2018-11-26,10,The Last Race,Magn.
2018-11-27,11,The Last Race,Magn.
2018-10-31,17,Becoming Astrid,MBox
2018-11-01,26,Becoming Astrid,MBox
2018-11-02,19,Becoming Astrid,MBox
2018-11-03,18,Becoming Astrid,MBox
2018-11-04,23,Becoming Astrid,MBox
2018-11-05,16,Becoming Astrid,MBox
2018-11-06,16,Becoming Astrid,MBox
2018-11-07,16,Becoming Astrid,MBox
2018-11-08,51,Becoming Astrid,MBox
2018-11-09,19,Becoming Astrid,MBox
2018-11-10,36,Becoming Astrid,MBox
2018-11-11,40,Becoming Astrid,MBox
2018-11-12,16,Becoming Astrid,MBox
2018-11-13,16,Becoming Astrid,MBox
2018-11-14,33,Becoming Astrid,MBox
2018-11-15,17,Becoming Astrid,MBox
2018-11-16,19,Becoming Astrid,MBox
2018-11-17,37,Becoming Astrid,MBox
2018-11-18,49,Becoming Astrid,MBox
2018-11-19,49,Becoming Astrid,MBox
2018-11-20,41,Becoming Astrid,MBox
2018-11-21,84,Becoming Astrid,MBox
2018-11-22,75,Becoming Astrid,MBox
2018-11-23,73,Becoming Astrid,MBox
2018-11-24,100,Becoming Astrid,MBox
2018-11-25,47,Becoming Astrid,MBox
2018-11-26,40,Becoming Astrid,MBox
2018-11-27,89,Becoming Astrid,MBox
2018-10-31,71,Science Fair,NGE
2018-11-01,68,Science Fair,NGE
2018-11-02,42,Science Fair,NGE
2018-11-03,60,Science Fair,NGE
2018-11-04,87,Science Fair,NGE
2018-11-05,85,Science Fair,NGE
2018-11-06,74,Science Fair,NGE
2018-11-07,87,Science Fair,NGE
2018-11-08,76,Science Fair,NGE
2018-11-09,44,Science Fair,NGE
2018-11-10,52,Science Fair,NGE
2018-11-11,77,Science Fair,NGE
2018-11-12,92,Science Fair,NGE
2018-11-13,88,Science Fair,NGE
2018-11-14,91,Science Fair,NGE
2018-11-15,73,Science Fair,NGE
2018-11-16,40,Science Fair,NGE
2018-11-17,44,Science Fair,NGE
2018-11-18,66,Science Fair,NGE
2018-11-19,58,Science Fair,NGE
2018-11-20,43,Science Fair,NGE
2018-11-21,30,Science Fair,NGE
2018-11-22,32,Science Fair,NGE
2018-11-23,48,Science Fair,NGE
2018-11-24,78,Science Fair,NGE
2018-11-25,99,Science Fair,NGE
2018-11-26,100,Science Fair,NGE
2018-11-27,96,Science Fair,NGE
2018-10-31,29,The Predator 2018,Fox
2018-11-01,25,The Predator 2018,Fox
2018-11-02,31,The Predator 2018,Fox
2018-11-03,38,The Predator 2018,Fox
2018-11-04,20,The Predator 2018,Fox
2018-11-05,21,The Predator 2018,Fox
2018-11-06,18,The Predator 2018,Fox
2018-11-07,16,The Predator 2018,Fox
2018-11-08,57,The Predator 2018,Fox
2018-11-09,91,The Predator 2018,Fox
2018-11-10,100,The Predator 2018,Fox
2018-11-11,56,The Predator 2018,Fox
2018-11-12,50,The Predator 2018,Fox
2018-11-13,44,The Predator 2018,Fox
2018-11-14,34,The Predator 2018,Fox
2018-11-15,40,The Predator 2018,Fox
2018-11-16,50,The Predator 2018,Fox
2018-11-17,55,The Predator 2018,Fox
2018-11-18,42,The Predator 2018,Fox
2018-11-19,37,The Predator 2018,Fox
2018-11-20,34,The Predator 2018,Fox
2018-11-21,37,The Predator 2018,Fox
2018-11-22,45,The Predator 2018,Fox
2018-11-23,51,The Predator 2018,Fox
2018-11-24,51,The Predator 2018,Fox
2018-11-25,35,The Predator 2018,Fox
2018-11-26,62,The Predator 2018,Fox
2018-11-27,65,The Predator 2018,Fox
2018-10-31,100,The Great Buster A Celebration,Cohen
2018-11-01,0,The Great Buster A Celebration,Cohen
2018-11-02,0,The Great Buster A Celebration,Cohen
2018-11-03,0,The Great Buster A Celebration,Cohen
2018-11-04,0,The Great Buster A Celebration,Cohen
2018-11-05,0,The Great Buster A Celebration,Cohen
2018-11-06,0,The Great Buster A Celebration,Cohen
2018-11-07,94,The Great Buster A Celebration,Cohen
2018-11-08,0,The Great Buster A Celebration,Cohen
2018-11-09,0,The Great Buster A Celebration,Cohen
2018-11-10,0,The Great Buster A Celebration,Cohen
2018-11-11,0,The Great Buster A Celebration,Cohen
2018-11-12,0,The Great Buster A Celebration,Cohen
2018-11-13,0,The Great Buster A Celebration,Cohen
2018-11-14,0,The Great Buster A Celebration,Cohen
2018-11-15,0,The Great Buster A Celebration,Cohen
2018-11-16,0,The Great Buster A Celebration,Cohen
2018-11-17,0,The Great Buster A Celebration,Cohen
2018-11-18,0,The Great Buster A Celebration,Cohen
2018-11-19,95,The Great Buster A Celebration,Cohen
2018-11-20,0,The Great Buster A Celebration,Cohen
2018-11-21,0,The Great Buster A Celebration,Cohen
2018-11-22,0,The Great Buster A Celebration,Cohen
2018-11-23,0,The Great Buster A Celebration,Cohen
2018-11-24,0,The Great Buster A Celebration,Cohen
2018-11-25,0,The Great Buster A Celebration,Cohen
2018-11-26,0,The Great Buster A Celebration,Cohen
2018-11-27,0,The Great Buster A Celebration,Cohen
2018-10-31,65,Last Letter,CL
2018-11-01,49,Last Letter,CL
2018-11-02,52,Last Letter,CL
2018-11-03,64,Last Letter,CL
2018-11-04,78,Last Letter,CL
2018-11-05,72,Last Letter,CL
2018-11-06,69,Last Letter,CL
2018-11-07,58,Last Letter,CL
2018-11-08,70,Last Letter,CL
2018-11-09,84,Last Letter,CL
2018-11-10,92,Last Letter,CL
2018-11-11,93,Last Letter,CL
2018-11-12,100,Last Letter,CL
2018-11-13,67,Last Letter,CL
2018-11-14,93,Last Letter,CL
2018-11-15,88,Last Letter,CL
2018-11-16,86,Last Letter,CL
2018-11-17,71,Last Letter,CL
2018-11-18,83,Last Letter,CL
2018-11-19,72,Last Letter,CL
2018-11-20,59,Last Letter,CL
2018-11-21,58,Last Letter,CL
2018-11-22,55,Last Letter,CL
2018-11-23,71,Last Letter,CL
2018-11-24,63,Last Letter,CL
2018-11-25,70,Last Letter,CL
2018-11-26,86,Last Letter,CL
2018-11-27,83,Last Letter,CL
2018-10-31,71,The Rider,SPC
2018-11-01,76,The Rider,SPC
2018-11-02,70,The Rider,SPC
2018-11-03,80,The Rider,SPC
2018-11-04,77,The Rider,SPC
2018-11-05,61,The Rider,SPC
2018-11-06,73,The Rider,SPC
2018-11-07,75,The Rider,SPC
2018-11-08,62,The Rider,SPC
2018-11-09,80,The Rider,SPC
2018-11-10,78,The Rider,SPC
2018-11-11,65,The Rider,SPC
2018-11-12,77,The Rider,SPC
2018-11-13,66,The Rider,SPC
2018-11-14,68,The Rider,SPC
2018-11-15,62,The Rider,SPC
2018-11-16,67,The Rider,SPC
2018-11-17,72,The Rider,SPC
2018-11-18,67,The Rider,SPC
2018-11-19,66,The Rider,SPC
2018-11-20,66,The Rider,SPC
2018-11-21,64,The Rider,SPC
2018-11-22,67,The Rider,SPC
2018-11-23,84,The Rider,SPC
2018-11-24,96,The Rider,SPC
2018-11-25,80,The Rider,SPC
2018-11-26,100,The Rider,SPC
2018-11-27,79,The Rider,SPC
2018-10-31,14,Unbroken Path to Redemption,PFR
2018-11-01,25,Unbroken Path to Redemption,PFR
2018-11-02,11,Unbroken Path to Redemption,PFR
2018-11-03,37,Unbroken Path to Redemption,PFR
2018-11-04,26,Unbroken Path to Redemption,PFR
2018-11-05,23,Unbroken Path to Redemption,PFR
2018-11-06,6,Unbroken Path to Redemption,PFR
2018-11-07,36,Unbroken Path to Redemption,PFR
2018-11-08,10,Unbroken Path to Redemption,PFR
2018-11-09,42,Unbroken Path to Redemption,PFR
2018-11-10,30,Unbroken Path to Redemption,PFR
2018-11-11,13,Unbroken Path to Redemption,PFR
2018-11-12,13,Unbroken Path to Redemption,PFR
2018-11-13,26,Unbroken Path to Redemption,PFR
2018-11-14,20,Unbroken Path to Redemption,PFR
2018-11-15,21,Unbroken Path to Redemption,PFR
2018-11-16,8,Unbroken Path to Redemption,PFR
2018-11-17,11,Unbroken Path to Redemption,PFR
2018-11-18,33,Unbroken Path to Redemption,PFR
2018-11-19,10,Unbroken Path to Redemption,PFR
2018-11-20,13,Unbroken Path to Redemption,PFR
2018-11-21,14,Unbroken Path to Redemption,PFR
2018-11-22,14,Unbroken Path to Redemption,PFR
2018-11-23,15,Unbroken Path to Redemption,PFR
2018-11-24,22,Unbroken Path to Redemption,PFR
2018-11-25,16,Unbroken Path to Redemption,PFR
2018-11-26,100,Unbroken Path to Redemption,PFR
2018-11-27,92,Unbroken Path to Redemption,PFR
2018-10-31,0,Hale County This Morning This Evening,CGld
2018-11-01,0,Hale County This Morning This Evening,CGld
2018-11-02,34,Hale County This Morning This Evening,CGld
2018-11-03,0,Hale County This Morning This Evening,CGld
2018-11-04,0,Hale County This Morning This Evening,CGld
2018-11-05,0,Hale County This Morning This Evening,CGld
2018-11-06,0,Hale County This Morning This Evening,CGld
2018-11-07,58,Hale County This Morning This Evening,CGld
2018-11-08,31,Hale County This Morning This Evening,CGld
2018-11-09,34,Hale County This Morning This Evening,CGld
2018-11-10,0,Hale County This Morning This Evening,CGld
2018-11-11,0,Hale County This Morning This Evening,CGld
2018-11-12,29,Hale County This Morning This Evening,CGld
2018-11-13,0,Hale County This Morning This Evening,CGld
2018-11-14,59,Hale County This Morning This Evening,CGld
2018-11-15,31,Hale County This Morning This Evening,CGld
2018-11-16,0,Hale County This Morning This Evening,CGld
2018-11-17,33,Hale County This Morning This Evening,CGld
2018-11-18,29,Hale County This Morning This Evening,CGld
2018-11-19,0,Hale County This Morning This Evening,CGld
2018-11-20,29,Hale County This Morning This Evening,CGld
2018-11-21,60,Hale County This Morning This Evening,CGld
2018-11-22,0,Hale County This Morning This Evening,CGld
2018-11-23,0,Hale County This Morning This Evening,CGld
2018-11-24,0,Hale County This Morning This Evening,CGld
2018-11-25,29,Hale County This Morning This Evening,CGld
2018-11-26,100,Hale County This Morning This Evening,CGld
2018-11-27,88,Hale County This Morning This Evening,CGld
2018-10-31,38,The Happy Prince,SPC
2018-11-01,83,The Happy Prince,SPC
2018-11-02,100,The Happy Prince,SPC
2018-11-03,80,The Happy Prince,SPC
2018-11-04,47,The Happy Prince,SPC
2018-11-05,34,The Happy Prince,SPC
2018-11-06,32,The Happy Prince,SPC
2018-11-07,30,The Happy Prince,SPC
2018-11-08,30,The Happy Prince,SPC
2018-11-09,27,The Happy Prince,SPC
2018-11-10,25,The Happy Prince,SPC
2018-11-11,24,The Happy Prince,SPC
2018-11-12,26,The Happy Prince,SPC
2018-11-13,18,The Happy Prince,SPC
2018-11-14,19,The Happy Prince,SPC
2018-11-15,15,The Happy Prince,SPC
2018-11-16,17,The Happy Prince,SPC
2018-11-17,15,The Happy Prince,SPC
2018-11-18,9,The Happy Prince,SPC
2018-11-19,18,The Happy Prince,SPC
2018-11-20,17,The Happy Prince,SPC
2018-11-21,12,The Happy Prince,SPC
2018-11-22,14,The Happy Prince,SPC
2018-11-23,14,The Happy Prince,SPC
